time,tug_id,B,C,D,E,F,G,H,M
19800,10,50.50000000000001,50.1,50.50000000000001,50.60000000000001,50.400000000000006,48.1,50.70000000000001,50.80000000000001
19800,11,50.50000000000001,50.2,50.50000000000001,50.50000000000001,50.300000000000004,50.1,50.80000000000001,46.70000000000001
19800,12,50.50000000000001,50.2,50.50000000000001,50.60000000000001,50.400000000000006,50.300000000000004,50.80000000000001,50.90000000000001
19800,13,50.400000000000006,50.2,50.400000000000006,50.50000000000001,48.300000000000004,50.300000000000004,50.80000000000001,50.90000000000001
19800,14,50.400000000000006,50.2,48.400000000000006,50.60000000000001,50.400000000000006,50.300000000000004,50.80000000000001,50.80000000000001
19800,15,50.400000000000006,50.2,50.50000000000001,50.2,50.300000000000004,50.300000000000004,48.60000000000001,46.60000000000001
19800,16,50.50000000000001,50.2,48.400000000000006,50.60000000000001,50.400000000000006,50.300000000000004,50.70000000000001,50.90000000000001
19800,17,48.400000000000006,50.2,46.2,50.300000000000004,50.300000000000004,50.300000000000004,50.60000000000001,50.80000000000001
19800,18,50.400000000000006,50.2,50.50000000000001,50.50000000000001,46.1,50.300000000000004,50.70000000000001,50.80000000000001
19800,19,50.50000000000001,50.2,50.50000000000001,50.60000000000001,50.400000000000006,50.300000000000004,46.50000000000001,50.90000000000001
19800,20,48.300000000000004,50.2,50.50000000000001,50.50000000000001,50.2,50.300000000000004,50.70000000000001,50.70000000000001
19800,21,50.50000000000001,50.2,50.50000000000001,48.400000000000006,50.400000000000006,50.300000000000004,50.80000000000001,50.80000000000001
19800,22,50.300000000000004,50.2,50.50000000000001,50.400000000000006,50.2,48.2,50.70000000000001,50.50000000000001
19800,23,50.400000000000006,50.2,50.400000000000006,50.50000000000001,50.300000000000004,50.300000000000004,50.70000000000001,46.70000000000001
19800,24,50.400000000000006,48.1,50.50000000000001,50.50000000000001,50.300000000000004,50.2,50.70000000000001,50.60000000000001
19800,25,50.50000000000001,50.2,50.50000000000001,50.60000000000001,50.400000000000006,50.300000000000004,50.80000000000001,50.90000000000001
19800,26,50.400000000000006,50.2,50.50000000000001,50.50000000000001,50.300000000000004,48.2,50.70000000000001,48.60000000000001
19800,27,50.50000000000001,50.2,50.400000000000006,50.300000000000004,50.300000000000004,50.300000000000004,48.60000000000001,48.70000000000001
19800,28,48.400000000000006,50.2,50.50000000000001,50.60000000000001,50.400000000000006,50.300000000000004,50.60000000000001,50.90000000000001
20400,0,48.400000000000006,50.1,50.400000000000006,50.70000000000001,50.400000000000006,50.2,50.70000000000001,50.80000000000001
20400,1,50.300000000000004,50.2,50.400000000000006,46.300000000000004,50.300000000000004,50.400000000000006,50.70000000000001,51.000000000000014
20400,2,50.50000000000001,50.2,50.400000000000006,50.70000000000001,50.300000000000004,48.300000000000004,44.60000000000001,51.000000000000014
20400,3,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.300000000000004,50.400000000000006,48.80000000000001,51.000000000000014
20400,4,50.50000000000001,48.1,50.400000000000006,48.50000000000001,50.400000000000006,50.400000000000006,50.80000000000001,50.90000000000001
20400,5,50.50000000000001,50.2,48.400000000000006,50.50000000000001,50.300000000000004,50.400000000000006,50.70000000000001,50.90000000000001
20400,6,50.400000000000006,50.2,50.400000000000006,46.300000000000004,50.300000000000004,50.300000000000004,50.80000000000001,50.80000000000001
20400,7,50.50000000000001,50.1,50.400000000000006,50.70000000000001,50.400000000000006,50.400000000000006,50.70000000000001,48.90000000000001
20400,8,48.300000000000004,50.2,50.400000000000006,50.1,50.2,50.300000000000004,50.60000000000001,50.80000000000001
20400,9,50.50000000000001,50.2,50.50000000000001,50.70000000000001,48.300000000000004,50.400000000000006,48.70000000000001,50.90000000000001
20400,10,50.50000000000001,50.1,50.50000000000001,50.70000000000001,50.400000000000006,48.2,50.80000000000001,50.90000000000001
20400,11,50.50000000000001,50.2,50.50000000000001,50.60000000000001,50.300000000000004,50.2,50.90000000000001,46.80000000000001
20400,12,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.400000000000006,50.400000000000006,50.90000000000001,51.000000000000014
20400,13,50.400000000000006,50.2,50.400000000000006,50.60000000000001,48.300000000000004,50.400000000000006,50.90000000000001,51.000000000000014
20400,14,50.400000000000006,50.2,48.400000000000006,50.70000000000001,50.400000000000006,50.400000000000006,50.90000000000001,50.90000000000001
20400,15,50.400000000000006,50.2,50.50000000000001,50.2,50.300000000000004,50.300000000000004,48.60000000000001,46.60000000000001
20400,16,50.50000000000001,50.2,48.400000000000006,48.60000000000001,50.400000000000006,50.400000000000006,50.70000000000001,50.90000000000001
20400,17,48.400000000000006,50.2,46.2,50.300000000000004,50.300000000000004,50.300000000000004,50.60000000000001,50.80000000000001
20400,18,50.400000000000006,50.2,50.50000000000001,50.60000000000001,46.1,50.400000000000006,50.80000000000001,50.90000000000001
20400,19,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.400000000000006,50.400000000000006,46.60000000000001,48.90000000000001
20400,20,48.300000000000004,50.2,50.50000000000001,50.60000000000001,50.2,50.400000000000006,50.80000000000001,50.80000000000001
20400,21,50.50000000000001,50.2,50.50000000000001,48.400000000000006,50.400000000000006,50.300000000000004,50.80000000000001,50.80000000000001
20400,22,50.300000000000004,50.2,50.50000000000001,50.50000000000001,50.2,48.300000000000004,50.80000000000001,50.60000000000001
20400,23,50.400000000000006,50.2,50.400000000000006,50.60000000000001,50.300000000000004,50.400000000000006,50.80000000000001,46.80000000000001
20400,24,50.400000000000006,48.1,50.50000000000001,50.60000000000001,50.300000000000004,50.300000000000004,50.80000000000001,50.70000000000001
20400,25,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.400000000000006,50.400000000000006,50.90000000000001,51.000000000000014
20400,26,50.400000000000006,50.2,50.50000000000001,50.60000000000001,50.300000000000004,48.300000000000004,50.80000000000001,48.70000000000001
20400,27,50.50000000000001,50.2,50.400000000000006,50.400000000000006,50.300000000000004,50.300000000000004,48.70000000000001,48.80000000000001
20400,28,48.400000000000006,50.2,50.50000000000001,50.70000000000001,50.400000000000006,50.400000000000006,50.70000000000001,51.000000000000014
21000,0,48.400000000000006,50.1,50.400000000000006,50.80000000000001,50.400000000000006,50.300000000000004,51.000000000000014,51.000000000000014
21000,1,50.300000000000004,50.2,50.400000000000006,46.400000000000006,50.300000000000004,50.50000000000001,51.000000000000014,51.20000000000002
21000,2,50.50000000000001,50.2,50.400000000000006,50.70000000000001,50.300000000000004,48.400000000000006,42.70000000000001,51.000000000000014
21000,3,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.300000000000004,50.400000000000006,46.80000000000001,51.000000000000014
21000,4,50.50000000000001,48.1,50.400000000000006,48.60000000000001,50.400000000000006,50.50000000000001,51.100000000000016,51.100000000000016
21000,5,50.50000000000001,50.2,48.400000000000006,50.60000000000001,50.300000000000004,50.50000000000001,51.000000000000014,51.100000000000016
21000,6,50.400000000000006,50.2,50.400000000000006,46.400000000000006,50.300000000000004,50.300000000000004,50.90000000000001,50.80000000000001
21000,7,50.50000000000001,50.1,50.400000000000006,50.80000000000001,50.400000000000006,50.50000000000001,51.000000000000014,49.100000000000016
21000,8,48.300000000000004,50.2,50.400000000000006,50.2,50.2,50.400000000000006,50.90000000000001,51.000000000000014
21000,9,50.50000000000001,50.2,50.50000000000001,50.80000000000001,48.300000000000004,50.400000000000006,48.80000000000001,51.000000000000014
21000,10,50.50000000000001,50.1,50.50000000000001,50.80000000000001,50.400000000000006,48.300000000000004,51.100000000000016,51.100000000000016
21000,11,50.50000000000001,50.2,50.50000000000001,50.60000000000001,50.300000000000004,50.300000000000004,51.100000000000016,44.80000000000001
21000,12,50.50000000000001,50.2,50.50000000000001,50.80000000000001,50.400000000000006,50.50000000000001,51.20000000000002,51.20000000000002
21000,13,50.400000000000006,50.2,50.400000000000006,50.70000000000001,48.300000000000004,50.50000000000001,51.20000000000002,51.20000000000002
21000,14,50.400000000000006,50.2,48.400000000000006,50.80000000000001,50.400000000000006,50.50000000000001,51.20000000000002,51.100000000000016
21000,15,50.400000000000006,50.2,50.50000000000001,50.300000000000004,50.300000000000004,50.300000000000004,48.70000000000001,46.70000000000001
21000,16,50.50000000000001,50.2,48.400000000000006,48.60000000000001,50.400000000000006,50.400000000000006,50.70000000000001,50.90000000000001
21000,17,48.400000000000006,50.2,46.2,50.300000000000004,50.300000000000004,50.300000000000004,50.60000000000001,50.80000000000001
21000,18,50.400000000000006,50.2,50.50000000000001,50.70000000000001,46.1,50.50000000000001,51.100000000000016,51.100000000000016
21000,19,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.400000000000006,50.400000000000006,46.60000000000001,48.90000000000001
21000,20,48.300000000000004,50.2,50.50000000000001,50.70000000000001,50.2,50.50000000000001,51.100000000000016,51.000000000000014
21000,21,50.50000000000001,50.2,50.50000000000001,48.50000000000001,50.400000000000006,50.300000000000004,50.90000000000001,50.90000000000001
21000,22,50.300000000000004,50.2,50.50000000000001,50.60000000000001,50.2,48.400000000000006,51.100000000000016,50.80000000000001
21000,23,50.400000000000006,50.2,50.400000000000006,50.60000000000001,50.300000000000004,50.50000000000001,51.000000000000014,44.90000000000001
21000,24,50.400000000000006,48.1,50.50000000000001,50.70000000000001,50.300000000000004,50.400000000000006,51.100000000000016,50.90000000000001
21000,25,50.50000000000001,50.2,50.50000000000001,48.70000000000001,50.400000000000006,50.50000000000001,51.20000000000002,51.20000000000002
21000,26,50.400000000000006,50.2,50.50000000000001,50.60000000000001,50.300000000000004,46.300000000000004,50.90000000000001,48.70000000000001
21000,27,50.50000000000001,50.2,50.400000000000006,50.400000000000006,50.300000000000004,50.400000000000006,46.90000000000001,49.000000000000014
21000,28,48.400000000000006,50.2,50.50000000000001,50.80000000000001,50.400000000000006,50.50000000000001,51.000000000000014,51.20000000000002
21600,0,48.400000000000006,50.1,50.400000000000006,50.80000000000001,50.60000000000001,50.300000000000004,51.30000000000002,51.000000000000014
21600,1,50.300000000000004,50.2,50.400000000000006,46.400000000000006,50.50000000000001,50.50000000000001,51.30000000000002,51.20000000000002
21600,2,50.50000000000001,50.2,50.400000000000006,50.70000000000001,50.50000000000001,48.400000000000006,43.000000000000014,51.000000000000014
21600,3,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.300000000000004,50.400000000000006,46.80000000000001,51.000000000000014
21600,4,50.50000000000001,48.1,50.400000000000006,48.60000000000001,50.60000000000001,50.50000000000001,51.40000000000002,51.100000000000016
21600,5,50.50000000000001,50.2,48.400000000000006,50.60000000000001,50.50000000000001,50.50000000000001,51.30000000000002,51.100000000000016
21600,6,50.400000000000006,50.2,50.400000000000006,46.400000000000006,50.50000000000001,50.300000000000004,51.20000000000002,50.80000000000001
21600,7,50.50000000000001,50.1,50.400000000000006,50.80000000000001,50.60000000000001,50.50000000000001,51.30000000000002,49.100000000000016
21600,8,48.300000000000004,50.2,50.400000000000006,50.2,50.400000000000006,50.400000000000006,51.20000000000002,51.000000000000014
21600,9,50.50000000000001,50.2,50.50000000000001,50.80000000000001,46.300000000000004,50.400000000000006,48.80000000000001,51.000000000000014
21600,10,50.50000000000001,50.1,50.50000000000001,50.80000000000001,50.60000000000001,48.300000000000004,49.20000000000002,51.100000000000016
21600,11,50.50000000000001,50.2,50.50000000000001,50.60000000000001,50.300000000000004,50.300000000000004,51.100000000000016,44.80000000000001
21600,12,50.50000000000001,50.2,50.50000000000001,50.80000000000001,50.60000000000001,50.50000000000001,49.20000000000002,51.20000000000002
21600,13,50.400000000000006,50.2,50.400000000000006,50.70000000000001,46.400000000000006,50.50000000000001,51.20000000000002,51.20000000000002
21600,14,50.400000000000006,50.2,48.400000000000006,50.80000000000001,50.60000000000001,50.50000000000001,51.50000000000002,51.100000000000016
21600,15,50.400000000000006,50.2,50.50000000000001,50.300000000000004,50.50000000000001,50.300000000000004,49.000000000000014,46.70000000000001
21600,16,50.50000000000001,50.2,48.400000000000006,48.60000000000001,50.400000000000006,50.400000000000006,50.70000000000001,50.90000000000001
21600,17,48.400000000000006,50.2,46.2,50.300000000000004,50.300000000000004,50.300000000000004,50.60000000000001,50.80000000000001
21600,18,50.400000000000006,50.2,50.50000000000001,50.70000000000001,46.300000000000004,50.50000000000001,51.40000000000002,51.100000000000016
21600,19,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.60000000000001,50.400000000000006,46.90000000000001,48.90000000000001
21600,20,48.300000000000004,50.2,50.50000000000001,50.70000000000001,50.400000000000006,50.50000000000001,51.40000000000002,51.000000000000014
21600,21,50.50000000000001,50.2,50.50000000000001,48.50000000000001,50.60000000000001,50.300000000000004,51.20000000000002,50.90000000000001
21600,22,50.300000000000004,50.2,50.50000000000001,50.60000000000001,50.400000000000006,48.400000000000006,51.40000000000002,50.80000000000001
21600,23,50.400000000000006,50.2,50.400000000000006,50.60000000000001,50.300000000000004,50.50000000000001,51.000000000000014,44.90000000000001
21600,24,50.400000000000006,48.1,50.50000000000001,50.70000000000001,50.50000000000001,50.400000000000006,51.40000000000002,50.90000000000001
21600,25,50.50000000000001,50.2,50.50000000000001,48.70000000000001,50.400000000000006,50.50000000000001,51.50000000000002,51.20000000000002
21600,26,50.400000000000006,50.2,50.50000000000001,50.60000000000001,50.50000000000001,46.300000000000004,49.100000000000016,48.70000000000001
21600,27,50.50000000000001,50.2,50.400000000000006,50.400000000000006,50.300000000000004,50.400000000000006,46.90000000000001,49.000000000000014
21600,28,48.400000000000006,50.2,50.50000000000001,50.80000000000001,50.60000000000001,50.50000000000001,51.30000000000002,51.20000000000002
22200,0,48.400000000000006,50.1,50.400000000000006,50.80000000000001,50.70000000000001,50.400000000000006,51.30000000000002,51.000000000000014
22200,1,50.300000000000004,50.2,50.400000000000006,46.400000000000006,50.60000000000001,50.60000000000001,51.30000000000002,51.20000000000002
22200,2,50.50000000000001,50.2,50.400000000000006,50.70000000000001,50.60000000000001,48.50000000000001,43.000000000000014,51.000000000000014
22200,3,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.300000000000004,50.50000000000001,46.80000000000001,51.000000000000014
22200,4,50.50000000000001,48.1,50.400000000000006,48.60000000000001,50.70000000000001,50.60000000000001,51.40000000000002,51.100000000000016
22200,5,50.50000000000001,50.2,48.400000000000006,50.60000000000001,48.50000000000001,50.50000000000001,51.30000000000002,51.100000000000016
22200,6,50.400000000000006,50.2,50.400000000000006,46.400000000000006,50.60000000000001,50.400000000000006,51.20000000000002,50.80000000000001
22200,7,50.50000000000001,50.1,50.400000000000006,50.80000000000001,50.70000000000001,50.60000000000001,51.30000000000002,49.100000000000016
22200,8,48.300000000000004,50.2,50.400000000000006,50.2,50.50000000000001,50.50000000000001,51.20000000000002,51.000000000000014
22200,9,50.50000000000001,50.2,50.50000000000001,50.80000000000001,46.400000000000006,50.50000000000001,48.80000000000001,51.000000000000014
22200,10,50.50000000000001,50.1,50.50000000000001,50.80000000000001,50.60000000000001,48.300000000000004,49.20000000000002,51.100000000000016
22200,11,50.50000000000001,50.2,50.50000000000001,50.60000000000001,50.400000000000006,50.400000000000006,51.100000000000016,44.80000000000001
22200,12,50.50000000000001,50.2,50.50000000000001,50.80000000000001,50.60000000000001,50.50000000000001,49.20000000000002,51.20000000000002
22200,13,50.400000000000006,50.2,50.400000000000006,50.70000000000001,46.400000000000006,50.50000000000001,51.20000000000002,51.20000000000002
22200,14,50.400000000000006,50.2,48.400000000000006,50.80000000000001,50.70000000000001,50.60000000000001,51.50000000000002,51.100000000000016
22200,15,50.400000000000006,50.2,50.50000000000001,50.300000000000004,50.60000000000001,50.400000000000006,49.000000000000014,46.70000000000001
22200,16,50.50000000000001,50.2,48.400000000000006,48.60000000000001,50.50000000000001,50.50000000000001,50.70000000000001,50.90000000000001
22200,17,48.400000000000006,50.2,46.2,50.300000000000004,50.400000000000006,50.400000000000006,50.60000000000001,50.80000000000001
22200,18,50.400000000000006,50.2,50.50000000000001,50.70000000000001,46.400000000000006,50.60000000000001,51.40000000000002,51.100000000000016
22200,19,50.50000000000001,50.2,50.50000000000001,50.70000000000001,50.70000000000001,48.400000000000006,46.90000000000001,48.90000000000001
22200,20,48.300000000000004,50.2,50.50000000000001,50.70000000000001,50.50000000000001,50.60000000000001,51.40000000000002,51.000000000000014
22200,21,50.50000000000001,50.2,50.50000000000001,48.50000000000001,50.70000000000001,50.400000000000006,51.20000000000002,50.90000000000001
22200,22,50.300000000000004,50.2,50.50000000000001,50.60000000000001,50.50000000000001,48.50000000000001,51.40000000000002,50.80000000000001
22200,23,50.400000000000006,50.2,50.400000000000006,50.60000000000001,50.400000000000006,50.60000000000001,51.000000000000014,44.90000000000001
22200,24,50.400000000000006,48.1,50.50000000000001,50.70000000000001,50.60000000000001,50.50000000000001,51.40000000000002,50.90000000000001
22200,25,50.50000000000001,50.2,50.50000000000001,48.70000000000001,50.50000000000001,50.60000000000001,51.50000000000002,51.20000000000002
22200,26,50.400000000000006,50.2,50.50000000000001,50.60000000000001,50.60000000000001,46.400000000000006,49.100000000000016,48.70000000000001
22200,27,50.50000000000001,50.2,50.400000000000006,50.400000000000006,50.400000000000006,50.50000000000001,46.90000000000001,49.000000000000014
22200,28,48.400000000000006,50.2,50.50000000000001,50.80000000000001,50.70000000000001,50.60000000000001,51.30000000000002,51.20000000000002
22800,0,48.80000000000001,50.1,50.400000000000006,50.80000000000001,50.70000000000001,50.50000000000001,51.40000000000002,51.100000000000016
22800,1,50.70000000000001,50.2,50.400000000000006,46.400000000000006,50.60000000000001,50.70000000000001,51.40000000000002,51.30000000000002
22800,2,50.90000000000001,50.2,50.400000000000006,50.70000000000001,50.60000000000001,48.60000000000001,43.100000000000016,51.100000000000016
22800,3,48.50000000000001,50.2,50.50000000000001,50.70000000000001,50.300000000000004,50.50000000000001,46.90000000000001,51.000000000000014
22800,4,50.90000000000001,48.1,50.400000000000006,48.60000000000001,50.70000000000001,50.70000000000001,51.50000000000002,51.20000000000002
22800,5,50.50000000000001,50.2,48.400000000000006,50.60000000000001,48.50000000000001,50.50000000000001,51.30000000000002,51.100000000000016
22800,6,50.80000000000001,50.2,50.400000000000006,46.400000000000006,50.60000000000001,50.50000000000001,51.30000000000002,50.90000000000001
22800,7,48.70000000000001,50.1,50.400000000000006,50.80000000000001,50.70000000000001,50.60000000000001,51.40000000000002,49.20000000000002
22800,8,46.60000000000001,50.2,50.400000000000006,50.2,50.50000000000001,50.60000000000001,51.30000000000002,51.100000000000016
22800,9,50.80000000000001,50.2,50.50000000000001,50.80000000000001,46.400000000000006,48.50000000000001,48.90000000000001,51.100000000000016
22800,10,50.50000000000001,50.1,50.50000000000001,50.80000000000001,50.60000000000001,48.300000000000004,49.20000000000002,51.100000000000016
22800,11,50.90000000000001,50.2,50.50000000000001,50.60000000000001,50.400000000000006,50.50000000000001,51.20000000000002,44.90000000000001
22800,12,50.90000000000001,50.2,50.50000000000001,50.80000000000001,50.60000000000001,50.60000000000001,49.20000000000002,51.30000000000002
22800,13,50.400000000000006,50.2,50.400000000000006,50.70000000000001,46.400000000000006,50.50000000000001,51.20000000000002,51.20000000000002
22800,14,48.50000000000001,50.2,48.400000000000006,50.80000000000001,50.70000000000001,50.60000000000001,51.60000000000002,51.100000000000016
22800,15,50.80000000000001,50.2,50.50000000000001,50.300000000000004,50.60000000000001,50.50000000000001,49.100000000000016,46.80000000000001
22800,16,50.90000000000001,50.2,48.400000000000006,48.60000000000001,50.50000000000001,50.60000000000001,50.80000000000001,51.000000000000014
22800,17,48.80000000000001,50.2,46.2,50.300000000000004,50.400000000000006,50.50000000000001,50.70000000000001,50.90000000000001
22800,18,50.80000000000001,50.2,50.50000000000001,50.70000000000001,46.400000000000006,50.70000000000001,51.50000000000002,51.20000000000002
22800,19,50.60000000000001,50.2,50.50000000000001,50.70000000000001,50.70000000000001,48.400000000000006,46.90000000000001,48.90000000000001
22800,20,48.50000000000001,50.2,50.50000000000001,50.70000000000001,50.50000000000001,50.60000000000001,51.50000000000002,49.000000000000014
22800,21,50.90000000000001,50.2,50.50000000000001,48.50000000000001,50.70000000000001,50.50000000000001,51.30000000000002,51.000000000000014
22800,22,50.70000000000001,50.2,50.50000000000001,50.60000000000001,50.50000000000001,48.60000000000001,51.50000000000002,50.90000000000001
22800,23,50.80000000000001,50.2,50.400000000000006,50.60000000000001,50.400000000000006,50.70000000000001,51.100000000000016,45.000000000000014
22800,24,50.80000000000001,48.1,50.50000000000001,50.70000000000001,50.60000000000001,50.60000000000001,51.50000000000002,51.000000000000014
22800,25,50.50000000000001,50.2,50.50000000000001,48.70000000000001,50.50000000000001,50.60000000000001,49.50000000000002,51.20000000000002
22800,26,50.80000000000001,50.2,50.50000000000001,50.60000000000001,50.60000000000001,46.50000000000001,49.20000000000002,48.80000000000001
22800,27,50.90000000000001,50.2,50.400000000000006,50.400000000000006,50.400000000000006,50.60000000000001,47.000000000000014,49.100000000000016
22800,28,48.80000000000001,50.2,50.50000000000001,50.80000000000001,50.70000000000001,50.70000000000001,51.40000000000002,51.30000000000002
23400,0,48.80000000000001,50.300000000000004,50.400000000000006,50.90000000000001,50.80000000000001,50.50000000000001,51.50000000000002,51.20000000000002
23400,1,50.70000000000001,50.400000000000006,50.400000000000006,46.50000000000001,50.70000000000001,50.70000000000001,51.50000000000002,51.40000000000002
23400,2,50.90000000000001,50.400000000000006,50.400000000000006,50.80000000000001,50.70000000000001,48.60000000000001,43.20000000000002,51.20000000000002
23400,3,48.50000000000001,50.2,50.50000000000001,50.70000000000001,50.300000000000004,50.50000000000001,46.90000000000001,51.000000000000014
23400,4,50.90000000000001,46.2,50.400000000000006,48.70000000000001,50.70000000000001,50.70000000000001,51.60000000000002,51.30000000000002
23400,5,50.50000000000001,50.2,48.400000000000006,50.60000000000001,48.50000000000001,50.50000000000001,51.30000000000002,51.100000000000016
23400,6,50.80000000000001,50.400000000000006,50.400000000000006,46.50000000000001,50.70000000000001,50.50000000000001,51.40000000000002,51.000000000000014
23400,7,48.70000000000001,50.1,50.400000000000006,50.80000000000001,50.70000000000001,50.60000000000001,51.40000000000002,49.20000000000002
23400,8,46.60000000000001,50.2,50.400000000000006,50.2,50.50000000000001,50.60000000000001,51.30000000000002,51.100000000000016
23400,9,50.80000000000001,50.2,50.50000000000001,50.80000000000001,46.400000000000006,48.50000000000001,46.90000000000001,51.100000000000016
23400,10,50.50000000000001,50.1,50.50000000000001,48.80000000000001,50.60000000000001,48.300000000000004,49.30000000000002,51.20000000000002
23400,11,50.90000000000001,50.400000000000006,50.50000000000001,50.70000000000001,50.50000000000001,50.50000000000001,51.30000000000002,45.000000000000014
23400,12,50.90000000000001,50.400000000000006,50.50000000000001,50.90000000000001,50.70000000000001,50.60000000000001,49.30000000000002,51.40000000000002
23400,13,50.400000000000006,50.400000000000006,50.400000000000006,50.80000000000001,46.50000000000001,50.50000000000001,51.30000000000002,51.30000000000002
23400,14,48.50000000000001,50.2,48.400000000000006,50.80000000000001,50.70000000000001,50.60000000000001,51.60000000000002,51.100000000000016
23400,15,50.80000000000001,50.400000000000006,50.50000000000001,50.400000000000006,50.70000000000001,50.50000000000001,49.20000000000002,46.90000000000001
23400,16,50.90000000000001,50.400000000000006,48.400000000000006,48.70000000000001,50.60000000000001,50.60000000000001,50.90000000000001,51.100000000000016
23400,17,48.80000000000001,50.400000000000006,46.2,50.400000000000006,50.50000000000001,50.50000000000001,50.80000000000001,51.000000000000014
23400,18,50.80000000000001,50.400000000000006,50.50000000000001,50.80000000000001,46.50000000000001,50.70000000000001,51.60000000000002,51.30000000000002
23400,19,50.60000000000001,50.400000000000006,50.50000000000001,50.80000000000001,50.80000000000001,48.400000000000006,47.000000000000014,49.000000000000014
23400,20,48.50000000000001,50.2,50.50000000000001,50.70000000000001,50.50000000000001,50.60000000000001,51.50000000000002,49.000000000000014
23400,21,50.90000000000001,50.400000000000006,50.50000000000001,48.60000000000001,50.80000000000001,50.50000000000001,51.40000000000002,51.100000000000016
23400,22,50.70000000000001,50.400000000000006,50.50000000000001,50.70000000000001,48.50000000000001,48.60000000000001,51.60000000000002,51.000000000000014
23400,23,50.80000000000001,50.400000000000006,50.400000000000006,50.70000000000001,50.50000000000001,50.70000000000001,51.20000000000002,45.100000000000016
23400,24,50.80000000000001,48.300000000000004,50.50000000000001,50.80000000000001,50.70000000000001,50.60000000000001,51.60000000000002,51.100000000000016
23400,25,50.50000000000001,50.2,50.50000000000001,48.70000000000001,50.50000000000001,50.60000000000001,49.60000000000002,49.20000000000002
23400,26,50.80000000000001,50.400000000000006,50.50000000000001,50.70000000000001,50.70000000000001,46.50000000000001,49.30000000000002,48.90000000000001
23400,27,50.90000000000001,50.400000000000006,50.400000000000006,50.50000000000001,50.50000000000001,50.60000000000001,47.100000000000016,49.20000000000002
23400,28,48.80000000000001,48.2,50.50000000000001,50.80000000000001,50.70000000000001,50.70000000000001,51.40000000000002,51.30000000000002
24000,0,48.90000000000001,50.300000000000004,50.50000000000001,50.90000000000001,50.90000000000001,50.50000000000001,51.700000000000024,51.40000000000002
24000,1,48.70000000000001,50.400000000000006,50.400000000000006,46.50000000000001,50.80000000000001,50.70000000000001,51.700000000000024,51.50000000000002
24000,2,50.90000000000001,50.400000000000006,50.400000000000006,50.80000000000001,50.70000000000001,48.60000000000001,43.30000000000002,49.20000000000002
24000,3,48.60000000000001,50.2,50.60000000000001,50.70000000000001,50.400000000000006,50.50000000000001,47.100000000000016,51.20000000000002
24000,4,50.90000000000001,46.2,50.400000000000006,48.70000000000001,50.70000000000001,50.70000000000001,51.60000000000002,51.30000000000002
24000,5,50.60000000000001,50.2,48.50000000000001,50.60000000000001,48.60000000000001,50.50000000000001,51.50000000000002,51.30000000000002
24000,6,50.90000000000001,50.400000000000006,50.50000000000001,46.50000000000001,50.80000000000001,50.50000000000001,51.60000000000002,51.20000000000002
24000,7,48.70000000000001,50.1,50.400000000000006,50.80000000000001,50.70000000000001,50.60000000000001,51.40000000000002,49.20000000000002
24000,8,46.70000000000001,50.2,50.50000000000001,50.2,50.60000000000001,50.60000000000001,51.40000000000002,51.20000000000002
24000,9,50.80000000000001,50.2,50.50000000000001,50.80000000000001,46.400000000000006,48.50000000000001,46.90000000000001,51.100000000000016
24000,10,50.50000000000001,50.1,50.50000000000001,48.80000000000001,50.60000000000001,48.300000000000004,49.30000000000002,51.20000000000002
24000,11,51.000000000000014,50.400000000000006,50.60000000000001,50.70000000000001,50.60000000000001,50.50000000000001,51.50000000000002,45.20000000000002
24000,12,51.000000000000014,50.400000000000006,50.60000000000001,50.90000000000001,50.80000000000001,50.60000000000001,49.50000000000002,51.60000000000002
24000,13,50.50000000000001,50.400000000000006,50.50000000000001,50.80000000000001,46.60000000000001,50.50000000000001,51.50000000000002,51.50000000000002
24000,14,48.50000000000001,50.2,48.400000000000006,50.80000000000001,50.70000000000001,50.60000000000001,51.60000000000002,51.100000000000016
24000,15,50.90000000000001,50.400000000000006,50.50000000000001,50.400000000000006,50.80000000000001,50.50000000000001,49.40000000000002,45.000000000000014
24000,16,51.000000000000014,50.400000000000006,48.50000000000001,48.70000000000001,50.70000000000001,50.60000000000001,51.100000000000016,51.30000000000002
24000,17,48.90000000000001,50.400000000000006,46.300000000000004,50.400000000000006,50.60000000000001,50.50000000000001,51.000000000000014,51.20000000000002
24000,18,50.80000000000001,50.400000000000006,50.50000000000001,50.80000000000001,44.50000000000001,50.70000000000001,51.800000000000026,51.40000000000002
24000,19,50.70000000000001,50.400000000000006,50.60000000000001,50.80000000000001,50.90000000000001,48.400000000000006,47.20000000000002,49.20000000000002
24000,20,48.50000000000001,50.2,50.50000000000001,50.70000000000001,50.50000000000001,50.60000000000001,51.50000000000002,49.000000000000014
24000,21,51.000000000000014,50.400000000000006,50.60000000000001,48.60000000000001,50.90000000000001,50.50000000000001,51.60000000000002,51.30000000000002
