time,tug_id,B,C,D,E,F,G,H,M
45000,25,51.900000000000055,50.50000000000001,50.60000000000001,47.40000000000002,50.80000000000001,49.000000000000014,48.90000000000004,46.00000000000003
45000,26,48.10000000000006,50.80000000000001,49.000000000000014,51.700000000000024,49.100000000000016,47.100000000000016,48.60000000000004,49.90000000000003
45000,27,51.200000000000045,50.90000000000001,51.000000000000014,50.90000000000001,48.80000000000001,50.90000000000001,42.00000000000003,46.00000000000003
45000,28,41.50000000000002,48.50000000000001,48.80000000000001,49.30000000000002,50.80000000000001,49.000000000000014,52.30000000000003,52.00000000000003
45600,0,43.40000000000005,50.60000000000001,50.70000000000001,51.60000000000002,51.20000000000002,50.80000000000001,49.30000000000005,52.70000000000004
45600,1,40.00000000000003,50.60000000000001,50.70000000000001,47.100000000000016,51.100000000000016,50.90000000000001,52.60000000000004,50.400000000000034
45600,2,50.00000000000003,50.50000000000001,51.000000000000014,45.20000000000002,48.90000000000001,46.90000000000001,40.30000000000003,49.60000000000002
45600,3,50.600000000000065,50.60000000000001,49.30000000000002,50.00000000000003,51.000000000000014,51.100000000000016,42.80000000000004,52.00000000000003
45600,4,46.80000000000004,46.400000000000006,50.60000000000001,49.40000000000002,51.000000000000014,51.000000000000014,50.60000000000004,51.90000000000003
45600,5,48.400000000000034,50.400000000000006,46.80000000000001,47.20000000000002,49.100000000000016,50.60000000000001,52.90000000000004,50.30000000000003
45600,6,52.00000000000006,48.70000000000001,49.100000000000016,47.50000000000002,49.30000000000002,50.90000000000001,47.200000000000045,52.70000000000004
45600,7,46.20000000000003,50.50000000000001,50.60000000000001,49.40000000000002,50.90000000000001,50.90000000000001,52.10000000000003,47.50000000000002
45600,8,42.80000000000004,50.50000000000001,48.90000000000001,51.100000000000016,51.000000000000014,50.80000000000001,50.70000000000004,51.800000000000026
45600,9,51.200000000000045,50.50000000000001,51.000000000000014,47.800000000000026,44.50000000000001,48.80000000000001,44.10000000000003,51.800000000000026
45600,10,53.40000000000005,50.70000000000001,51.100000000000016,49.700000000000024,48.90000000000001,44.50000000000001,49.200000000000045,48.400000000000034
45600,11,49.70000000000005,50.80000000000001,51.100000000000016,49.60000000000002,48.90000000000001,50.90000000000001,50.80000000000004,41.90000000000003
45600,12,49.30000000000005,48.400000000000006,51.000000000000014,51.60000000000002,51.000000000000014,46.90000000000001,42.60000000000004,50.90000000000004
45600,13,45.30000000000005,50.50000000000001,51.000000000000014,51.50000000000002,47.20000000000002,50.90000000000001,50.90000000000004,52.70000000000004
45600,14,47.100000000000044,50.60000000000001,48.70000000000001,51.60000000000002,51.000000000000014,51.000000000000014,48.500000000000036,49.90000000000003
45600,15,54.10000000000006,48.80000000000001,51.20000000000002,51.50000000000002,51.30000000000002,50.90000000000001,46.60000000000004,43.60000000000002
45600,16,42.90000000000004,48.50000000000001,48.90000000000001,47.40000000000002,50.90000000000001,50.90000000000001,50.30000000000003,52.10000000000003
45600,17,50.20000000000006,51.000000000000014,42.80000000000001,49.000000000000014,51.000000000000014,51.000000000000014,52.500000000000036,49.90000000000003
45600,18,48.70000000000004,48.60000000000001,51.100000000000016,51.50000000000002,44.90000000000001,49.000000000000014,51.30000000000005,51.90000000000003
45600,19,51.200000000000045,50.50000000000001,48.80000000000001,51.60000000000002,51.50000000000002,48.70000000000001,46.30000000000003,43.90000000000003
45600,20,44.30000000000003,48.400000000000006,49.000000000000014,49.50000000000002,51.000000000000014,50.80000000000001,53.00000000000004,49.90000000000003
45600,21,47.70000000000005,50.60000000000001,51.100000000000016,47.60000000000002,51.20000000000002,48.90000000000001,51.00000000000004,52.30000000000003
45600,22,45.100000000000016,50.80000000000001,48.60000000000001,46.90000000000001,48.50000000000001,48.60000000000001,49.700000000000024,49.40000000000002
45600,23,49.50000000000005,50.60000000000001,51.000000000000014,51.40000000000002,51.000000000000014,49.100000000000016,50.60000000000004,41.800000000000026
45600,24,51.900000000000055,46.80000000000001,49.30000000000002,47.50000000000002,51.30000000000002,50.90000000000001,51.200000000000045,52.20000000000003
45600,25,51.900000000000055,50.50000000000001,50.60000000000001,47.40000000000002,50.80000000000001,49.000000000000014,48.90000000000004,46.00000000000003
45600,26,48.10000000000006,50.80000000000001,49.000000000000014,51.700000000000024,49.100000000000016,47.100000000000016,48.60000000000004,49.90000000000003
45600,27,51.200000000000045,50.90000000000001,51.000000000000014,51.100000000000016,48.80000000000001,50.90000000000001,42.00000000000003,46.00000000000003
45600,28,41.50000000000002,48.50000000000001,48.80000000000001,49.50000000000002,50.80000000000001,49.000000000000014,52.30000000000003,52.00000000000003
46200,0,43.40000000000005,50.60000000000001,50.70000000000001,51.60000000000002,51.20000000000002,50.80000000000001,49.30000000000005,52.70000000000004
46200,1,40.00000000000003,50.70000000000001,50.70000000000001,47.20000000000002,51.100000000000016,50.90000000000001,52.70000000000004,50.400000000000034
46200,2,50.00000000000003,48.50000000000001,51.000000000000014,45.20000000000002,48.90000000000001,46.90000000000001,40.30000000000003,49.60000000000002
46200,3,50.600000000000065,50.70000000000001,49.30000000000002,50.10000000000003,51.000000000000014,51.100000000000016,42.90000000000004,52.00000000000003
46200,4,46.80000000000004,46.50000000000001,50.60000000000001,49.50000000000002,51.000000000000014,51.000000000000014,50.70000000000004,51.90000000000003
46200,5,48.400000000000034,50.50000000000001,46.80000000000001,47.30000000000002,49.100000000000016,50.60000000000001,53.00000000000004,50.30000000000003
46200,6,52.00000000000006,48.80000000000001,49.100000000000016,47.60000000000002,49.30000000000002,50.90000000000001,47.30000000000005,52.70000000000004
46200,7,46.20000000000003,50.60000000000001,50.60000000000001,49.50000000000002,50.90000000000001,50.90000000000001,52.20000000000003,47.50000000000002
46200,8,42.80000000000004,50.60000000000001,48.90000000000001,51.20000000000002,51.000000000000014,50.80000000000001,50.80000000000004,51.800000000000026
46200,9,51.200000000000045,50.60000000000001,51.000000000000014,47.90000000000003,44.50000000000001,48.80000000000001,44.20000000000003,51.800000000000026
46200,10,53.40000000000005,50.80000000000001,51.100000000000016,49.800000000000026,48.90000000000001,44.50000000000001,49.30000000000005,48.400000000000034
46200,11,49.70000000000005,50.90000000000001,51.100000000000016,49.700000000000024,48.90000000000001,50.90000000000001,50.90000000000004,41.90000000000003
46200,12,49.30000000000005,48.400000000000006,51.000000000000014,51.60000000000002,51.000000000000014,46.90000000000001,42.60000000000004,50.90000000000004
46200,13,45.30000000000005,50.60000000000001,51.000000000000014,51.60000000000002,47.20000000000002,50.90000000000001,51.00000000000004,52.70000000000004
46200,14,47.100000000000044,50.70000000000001,48.70000000000001,51.700000000000024,51.000000000000014,51.000000000000014,48.60000000000004,49.90000000000003
46200,15,54.10000000000006,48.80000000000001,51.20000000000002,51.50000000000002,51.30000000000002,50.90000000000001,44.60000000000004,43.60000000000002
46200,16,42.90000000000004,48.60000000000001,48.90000000000001,47.50000000000002,50.90000000000001,50.90000000000001,50.400000000000034,52.10000000000003
46200,17,50.20000000000006,51.100000000000016,42.80000000000001,49.100000000000016,51.000000000000014,51.000000000000014,52.500000000000036,49.90000000000003
46200,18,48.70000000000004,48.70000000000001,51.100000000000016,51.60000000000002,44.90000000000001,49.000000000000014,51.40000000000005,51.90000000000003
46200,19,51.200000000000045,50.60000000000001,48.80000000000001,51.700000000000024,51.50000000000002,48.70000000000001,46.400000000000034,43.90000000000003
46200,20,44.30000000000003,48.50000000000001,49.000000000000014,49.60000000000002,51.000000000000014,50.80000000000001,53.100000000000044,49.90000000000003
46200,21,47.70000000000005,50.60000000000001,51.100000000000016,45.60000000000002,51.20000000000002,48.90000000000001,51.100000000000044,52.30000000000003
46200,22,45.100000000000016,50.90000000000001,48.60000000000001,46.90000000000001,48.50000000000001,48.60000000000001,49.700000000000024,49.40000000000002
46200,23,49.50000000000005,50.60000000000001,51.000000000000014,51.40000000000002,51.000000000000014,49.100000000000016,50.60000000000004,41.800000000000026
46200,24,51.900000000000055,46.90000000000001,49.30000000000002,47.60000000000002,51.30000000000002,50.90000000000001,51.30000000000005,52.20000000000003
46200,25,51.900000000000055,50.50000000000001,50.60000000000001,47.40000000000002,50.80000000000001,49.000000000000014,48.90000000000004,46.00000000000003
46200,26,48.10000000000006,50.90000000000001,49.000000000000014,51.700000000000024,49.100000000000016,47.100000000000016,48.60000000000004,49.90000000000003
46200,27,51.200000000000045,51.000000000000014,51.000000000000014,51.20000000000002,48.80000000000001,50.90000000000001,42.10000000000003,46.00000000000003
46200,28,41.50000000000002,48.60000000000001,48.80000000000001,49.60000000000002,50.80000000000001,49.000000000000014,52.400000000000034,52.00000000000003
46800,0,43.40000000000005,50.60000000000001,50.70000000000001,51.60000000000002,51.20000000000002,50.80000000000001,49.30000000000005,52.70000000000004
46800,1,40.10000000000003,50.70000000000001,50.70000000000001,47.20000000000002,51.100000000000016,50.90000000000001,52.70000000000004,50.400000000000034
46800,2,50.00000000000003,48.50000000000001,51.000000000000014,45.20000000000002,48.90000000000001,46.90000000000001,40.30000000000003,49.60000000000002
46800,3,50.70000000000007,50.70000000000001,49.30000000000002,50.10000000000003,51.000000000000014,51.100000000000016,42.90000000000004,52.00000000000003
46800,4,46.90000000000004,46.50000000000001,50.60000000000001,49.50000000000002,51.000000000000014,51.000000000000014,50.70000000000004,51.90000000000003
46800,5,48.500000000000036,50.50000000000001,46.80000000000001,47.30000000000002,49.100000000000016,50.60000000000001,53.00000000000004,50.30000000000003
46800,6,52.10000000000006,48.80000000000001,49.100000000000016,47.60000000000002,49.30000000000002,50.90000000000001,47.30000000000005,52.70000000000004
46800,7,46.30000000000003,50.60000000000001,50.60000000000001,49.50000000000002,50.90000000000001,50.90000000000001,52.20000000000003,47.50000000000002
46800,8,42.90000000000004,50.60000000000001,48.90000000000001,51.20000000000002,51.000000000000014,50.80000000000001,50.80000000000004,51.800000000000026
46800,9,51.30000000000005,50.60000000000001,51.000000000000014,47.90000000000003,44.50000000000001,48.80000000000001,44.20000000000003,51.800000000000026
46800,10,53.50000000000005,50.80000000000001,51.100000000000016,49.800000000000026,48.90000000000001,44.50000000000001,49.30000000000005,48.400000000000034
46800,11,49.800000000000054,50.90000000000001,51.100000000000016,49.700000000000024,48.90000000000001,50.90000000000001,50.90000000000004,41.90000000000003
46800,12,49.30000000000005,48.400000000000006,51.000000000000014,51.60000000000002,51.000000000000014,46.90000000000001,42.60000000000004,50.90000000000004
46800,13,43.30000000000005,50.60000000000001,51.000000000000014,51.60000000000002,47.20000000000002,50.90000000000001,51.00000000000004,52.70000000000004
46800,14,47.200000000000045,50.70000000000001,48.70000000000001,51.700000000000024,51.000000000000014,51.000000000000014,48.60000000000004,49.90000000000003
46800,15,54.10000000000006,48.80000000000001,51.20000000000002,51.50000000000002,51.30000000000002,50.90000000000001,44.60000000000004,43.60000000000002
46800,16,43.00000000000004,48.60000000000001,48.90000000000001,47.50000000000002,50.90000000000001,50.90000000000001,50.400000000000034,52.10000000000003
46800,17,50.30000000000006,51.100000000000016,42.80000000000001,49.100000000000016,51.000000000000014,51.000000000000014,52.500000000000036,49.90000000000003
46800,18,48.80000000000004,48.70000000000001,51.100000000000016,51.60000000000002,44.90000000000001,49.000000000000014,51.40000000000005,51.90000000000003
46800,19,51.30000000000005,50.60000000000001,48.80000000000001,51.700000000000024,51.50000000000002,48.70000000000001,46.400000000000034,43.90000000000003
46800,20,44.400000000000034,48.50000000000001,49.000000000000014,49.60000000000002,51.000000000000014,50.80000000000001,53.100000000000044,49.90000000000003
46800,21,47.800000000000054,50.60000000000001,51.100000000000016,45.60000000000002,51.20000000000002,48.90000000000001,51.100000000000044,52.30000000000003
46800,22,45.20000000000002,50.90000000000001,48.60000000000001,46.90000000000001,48.50000000000001,48.60000000000001,49.700000000000024,49.40000000000002
46800,23,49.60000000000005,50.60000000000001,51.000000000000014,51.40000000000002,51.000000000000014,49.100000000000016,50.60000000000004,41.800000000000026
46800,24,52.00000000000006,46.90000000000001,49.30000000000002,47.60000000000002,51.30000000000002,50.90000000000001,51.30000000000005,52.20000000000003
46800,25,51.900000000000055,50.50000000000001,50.60000000000001,47.40000000000002,50.80000000000001,49.000000000000014,48.90000000000004,46.00000000000003
46800,26,48.20000000000006,50.90000000000001,49.000000000000014,51.700000000000024,49.100000000000016,47.100000000000016,48.60000000000004,49.90000000000003
46800,27,51.30000000000005,51.000000000000014,51.000000000000014,51.20000000000002,48.80000000000001,50.90000000000001,42.10000000000003,46.00000000000003
46800,28,41.60000000000002,48.60000000000001,48.80000000000001,49.60000000000002,50.80000000000001,49.000000000000014,52.400000000000034,52.00000000000003
47400,0,43.40000000000005,50.60000000000001,50.70000000000001,51.60000000000002,51.20000000000002,50.80000000000001,49.30000000000005,52.70000000000004
47400,1,40.10000000000003,50.70000000000001,50.70000000000001,47.20000000000002,51.100000000000016,51.000000000000014,52.80000000000004,50.400000000000034
47400,2,50.00000000000003,48.50000000000001,51.000000000000014,45.20000000000002,48.90000000000001,46.90000000000001,40.30000000000003,49.60000000000002
47400,3,50.70000000000007,50.70000000000001,49.30000000000002,50.10000000000003,51.000000000000014,51.20000000000002,43.00000000000004,52.00000000000003
47400,4,46.90000000000004,46.50000000000001,50.60000000000001,49.50000000000002,51.000000000000014,51.100000000000016,50.80000000000004,51.90000000000003
47400,5,48.500000000000036,50.50000000000001,46.80000000000001,47.30000000000002,49.100000000000016,50.70000000000001,53.100000000000044,50.30000000000003
47400,6,52.10000000000006,48.80000000000001,49.100000000000016,47.60000000000002,49.30000000000002,51.000000000000014,47.40000000000005,52.70000000000004
47400,7,46.30000000000003,50.60000000000001,50.60000000000001,49.50000000000002,50.90000000000001,51.000000000000014,52.30000000000003,47.50000000000002
47400,8,42.90000000000004,50.60000000000001,48.90000000000001,51.20000000000002,51.000000000000014,50.90000000000001,50.90000000000004,51.800000000000026
47400,9,51.30000000000005,50.60000000000001,51.000000000000014,47.90000000000003,44.50000000000001,48.80000000000001,42.20000000000003,51.800000000000026
47400,10,53.50000000000005,50.80000000000001,51.100000000000016,49.800000000000026,48.90000000000001,44.60000000000001,49.40000000000005,48.400000000000034
47400,11,49.800000000000054,50.90000000000001,51.100000000000016,49.700000000000024,48.90000000000001,51.000000000000014,51.00000000000004,41.90000000000003
47400,12,49.30000000000005,48.400000000000006,51.000000000000014,51.60000000000002,51.000000000000014,46.90000000000001,42.60000000000004,50.90000000000004
47400,13,43.30000000000005,50.60000000000001,51.000000000000014,51.60000000000002,47.20000000000002,51.000000000000014,51.00000000000004,52.70000000000004
47400,14,47.200000000000045,50.70000000000001,48.70000000000001,51.700000000000024,51.000000000000014,51.100000000000016,48.70000000000004,49.90000000000003
47400,15,54.10000000000006,48.80000000000001,51.20000000000002,51.50000000000002,51.30000000000002,50.90000000000001,44.60000000000004,43.60000000000002
47400,16,43.00000000000004,48.60000000000001,48.90000000000001,47.50000000000002,50.90000000000001,51.000000000000014,50.500000000000036,52.10000000000003
47400,17,50.30000000000006,51.100000000000016,42.80000000000001,49.100000000000016,51.000000000000014,51.100000000000016,52.60000000000004,49.90000000000003
47400,18,48.80000000000004,48.70000000000001,51.100000000000016,51.60000000000002,44.90000000000001,49.100000000000016,51.50000000000005,51.90000000000003
47400,19,51.30000000000005,50.60000000000001,48.80000000000001,51.700000000000024,51.50000000000002,48.80000000000001,46.500000000000036,43.90000000000003
47400,20,44.400000000000034,48.50000000000001,49.000000000000014,49.60000000000002,51.000000000000014,50.90000000000001,53.200000000000045,49.90000000000003
47400,21,47.800000000000054,50.60000000000001,51.100000000000016,45.60000000000002,51.20000000000002,46.90000000000001,51.200000000000045,52.30000000000003
47400,22,45.20000000000002,50.90000000000001,48.60000000000001,46.90000000000001,48.50000000000001,48.70000000000001,49.800000000000026,49.40000000000002
47400,23,49.60000000000005,50.60000000000001,51.000000000000014,51.40000000000002,51.000000000000014,49.20000000000002,50.70000000000004,41.800000000000026
47400,24,52.00000000000006,46.90000000000001,49.30000000000002,47.60000000000002,51.30000000000002,51.000000000000014,51.40000000000005,52.20000000000003
47400,25,51.900000000000055,50.50000000000001,50.60000000000001,47.40000000000002,50.80000000000001,49.000000000000014,48.90000000000004,46.00000000000003
47400,26,48.20000000000006,50.90000000000001,49.000000000000014,51.700000000000024,49.100000000000016,47.20000000000002,48.70000000000004,49.90000000000003
47400,27,51.30000000000005,51.000000000000014,51.000000000000014,51.20000000000002,48.80000000000001,51.000000000000014,42.20000000000003,46.00000000000003
47400,28,41.60000000000002,48.60000000000001,48.80000000000001,49.60000000000002,50.80000000000001,49.100000000000016,52.500000000000036,52.00000000000003
48000,0,43.50000000000005,50.60000000000001,50.70000000000001,51.60000000000002,51.20000000000002,50.80000000000001,47.30000000000005,52.70000000000004
48000,1,40.30000000000003,50.70000000000001,50.70000000000001,47.20000000000002,51.100000000000016,51.000000000000014,52.90000000000004,50.400000000000034
48000,2,50.20000000000003,48.50000000000001,51.000000000000014,45.20000000000002,48.90000000000001,46.90000000000001,40.400000000000034,49.60000000000002
48000,3,50.90000000000007,50.70000000000001,49.30000000000002,50.10000000000003,51.000000000000014,51.20000000000002,43.100000000000044,52.00000000000003
48000,4,47.100000000000044,46.50000000000001,50.60000000000001,49.50000000000002,51.000000000000014,51.100000000000016,50.90000000000004,51.90000000000003
48000,5,48.70000000000004,50.50000000000001,46.80000000000001,47.30000000000002,49.100000000000016,50.70000000000001,53.200000000000045,50.30000000000003
48000,6,52.30000000000006,48.80000000000001,49.100000000000016,47.60000000000002,49.30000000000002,51.000000000000014,47.50000000000005,52.70000000000004
48000,7,46.500000000000036,50.60000000000001,50.60000000000001,49.50000000000002,50.90000000000001,51.000000000000014,52.400000000000034,47.50000000000002
48000,8,43.100000000000044,50.60000000000001,48.90000000000001,51.20000000000002,51.000000000000014,50.90000000000001,51.00000000000004,51.800000000000026
48000,9,51.30000000000005,50.60000000000001,51.000000000000014,47.90000000000003,44.50000000000001,48.80000000000001,42.20000000000003,51.800000000000026
48000,10,53.70000000000005,50.80000000000001,51.100000000000016,49.800000000000026,48.90000000000001,44.60000000000001,49.50000000000005,48.400000000000034
48000,11,50.00000000000006,50.90000000000001,51.100000000000016,49.700000000000024,48.90000000000001,51.000000000000014,51.100000000000044,41.90000000000003
48000,12,49.30000000000005,48.400000000000006,51.000000000000014,51.60000000000002,51.000000000000014,46.90000000000001,42.60000000000004,50.90000000000004
48000,13,43.50000000000005,50.60000000000001,51.000000000000014,51.60000000000002,47.20000000000002,51.000000000000014,51.100000000000044,52.70000000000004
48000,14,47.40000000000005,50.70000000000001,48.70000000000001,51.700000000000024,51.000000000000014,51.100000000000016,48.80000000000004,49.90000000000003
48000,15,54.30000000000006,48.80000000000001,51.20000000000002,51.50000000000002,51.30000000000002,50.90000000000001,44.70000000000004,43.60000000000002
48000,16,41.100000000000044,48.60000000000001,48.90000000000001,47.50000000000002,50.90000000000001,51.000000000000014,50.500000000000036,52.10000000000003
48000,17,50.500000000000064,51.100000000000016,42.80000000000001,49.100000000000016,51.000000000000014,51.100000000000016,52.70000000000004,49.90000000000003
48000,18,49.00000000000004,48.70000000000001,51.100000000000016,51.60000000000002,44.90000000000001,49.100000000000016,51.60000000000005,51.90000000000003
48000,19,51.50000000000005,50.60000000000001,48.80000000000001,51.700000000000024,51.50000000000002,48.80000000000001,46.60000000000004,43.90000000000003
48000,20,44.60000000000004,48.50000000000001,49.000000000000014,49.60000000000002,51.000000000000014,50.90000000000001,53.30000000000005,49.90000000000003
48000,21,47.800000000000054,50.60000000000001,51.100000000000016,45.60000000000002,51.20000000000002,46.90000000000001,51.200000000000045,52.30000000000003
48000,22,45.40000000000002,50.90000000000001,48.60000000000001,46.90000000000001,48.50000000000001,48.70000000000001,49.90000000000003,49.40000000000002
48000,23,49.800000000000054,50.60000000000001,51.000000000000014,51.40000000000002,51.000000000000014,49.20000000000002,50.80000000000004,41.800000000000026
48000,24,52.20000000000006,46.90000000000001,49.30000000000002,47.60000000000002,51.30000000000002,51.000000000000014,51.50000000000005,52.20000000000003
48000,25,51.900000000000055,50.50000000000001,50.60000000000001,47.40000000000002,50.80000000000001,49.000000000000014,48.90000000000004,46.00000000000003
48000,26,48.40000000000006,50.90000000000001,49.000000000000014,51.700000000000024,49.100000000000016,47.20000000000002,48.80000000000004,49.90000000000003
48000,27,51.50000000000005,51.000000000000014,51.000000000000014,51.20000000000002,48.80000000000001,51.000000000000014,42.30000000000003,46.00000000000003
48000,28,39.60000000000002,48.60000000000001,48.80000000000001,49.60000000000002,50.80000000000001,49.100000000000016,52.500000000000036,52.00000000000003
48600,0,43.50000000000005,50.60000000000001,50.70000000000001,51.60000000000002,51.20000000000002,50.80000000000001,47.30000000000005,52.70000000000004
48600,1,40.30000000000003,50.70000000000001,50.70000000000001,47.20000000000002,51.100000000000016,51.000000000000014,52.90000000000004,50.400000000000034
48600,2,50.20000000000003,48.50000000000001,51.000000000000014,45.20000000000002,48.90000000000001,46.90000000000001,40.400000000000034,49.60000000000002
48600,3,50.90000000000007,50.70000000000001,49.30000000000002,50.10000000000003,51.000000000000014,51.20000000000002,43.100000000000044,52.00000000000003
48600,4,47.100000000000044,46.50000000000001,50.60000000000001,49.50000000000002,51.000000000000014,51.100000000000016,50.90000000000004,51.90000000000003
48600,5,48.70000000000004,50.50000000000001,46.80000000000001,47.30000000000002,49.100000000000016,50.70000000000001,53.200000000000045,50.30000000000003
48600,6,52.30000000000006,48.80000000000001,49.100000000000016,47.60000000000002,49.30000000000002,51.000000000000014,47.50000000000005,52.70000000000004
48600,7,46.500000000000036,50.60000000000001,50.60000000000001,49.50000000000002,50.90000000000001,51.000000000000014,52.400000000000034,47.50000000000002
48600,8,43.100000000000044,50.60000000000001,48.90000000000001,51.20000000000002,51.000000000000014,50.90000000000001,51.00000000000004,51.800000000000026
48600,9,51.30000000000005,50.60000000000001,51.000000000000014,47.90000000000003,44.50000000000001,48.80000000000001,42.20000000000003,51.800000000000026
48600,10,53.70000000000005,50.80000000000001,51.100000000000016,49.800000000000026,48.90000000000001,44.60000000000001,49.50000000000005,48.400000000000034
48600,11,50.00000000000006,50.90000000000001,51.100000000000016,49.700000000000024,48.90000000000001,51.000000000000014,51.100000000000044,41.90000000000003
48600,12,49.30000000000005,48.400000000000006,51.000000000000014,51.60000000000002,51.000000000000014,46.90000000000001,42.60000000000004,50.90000000000004
48600,13,43.50000000000005,50.60000000000001,51.000000000000014,51.60000000000002,47.20000000000002,51.000000000000014,51.100000000000044,52.70000000000004
48600,14,47.40000000000005,50.70000000000001,48.70000000000001,51.700000000000024,51.000000000000014,51.100000000000016,48.80000000000004,49.90000000000003
48600,15,54.30000000000006,48.80000000000001,51.20000000000002,51.50000000000002,51.30000000000002,50.90000000000001,44.70000000000004,43.60000000000002
48600,16,41.100000000000044,48.60000000000001,48.90000000000001,47.50000000000002,50.90000000000001,51.000000000000014,50.500000000000036,52.10000000000003
48600,17,50.500000000000064,51.100000000000016,42.80000000000001,49.100000000000016,51.000000000000014,51.100000000000016,52.70000000000004,49.90000000000003
48600,18,49.00000000000004,48.70000000000001,51.100000000000016,51.60000000000002,44.90000000000001,49.100000000000016,51.60000000000005,51.90000000000003
48600,19,51.50000000000005,50.60000000000001,48.80000000000001,51.700000000000024,51.50000000000002,48.80000000000001,46.60000000000004,43.90000000000003
48600,20,44.60000000000004,48.50000000000001,49.000000000000014,49.60000000000002,51.000000000000014,50.90000000000001,53.30000000000005,49.90000000000003
48600,21,47.800000000000054,50.60000000000001,51.100000000000016,45.60000000000002,51.20000000000002,46.90000000000001,51.200000000000045,52.30000000000003
48600,22,45.40000000000002,50.90000000000001,48.60000000000001,46.90000000000001,48.50000000000001,48.70000000000001,49.90000000000003,49.40000000000002
48600,23,49.800000000000054,50.60000000000001,51.000000000000014,51.40000000000002,51.000000000000014,49.20000000000002,50.80000000000004,41.800000000000026
48600,24,52.20000000000006,46.90000000000001,49.30000000000002,47.60000000000002,51.30000000000002,51.000000000000014,51.50000000000005,52.20000000000003
48600,25,51.900000000000055,50.50000000000001,50.60000000000001,47.40000000000002,50.80000000000001,49.000000000000014,48.90000000000004,46.00000000000003
48600,26,48.40000000000006,50.90000000000001,49.000000000000014,51.700000000000024,49.100000000000016,47.20000000000002,48.80000000000004,49.90000000000003
48600,27,51.50000000000005,51.000000000000014,51.000000000000014,51.20000000000002,48.80000000000001,51.000000000000014,42.30000000000003,46.00000000000003
48600,28,39.60000000000002,48.60000000000001,48.80000000000001,49.60000000000002,50.80000000000001,49.100000000000016,52.500000000000036,52.00000000000003
49200,0,43.50000000000005,50.60000000000001,50.70000000000001,51.60000000000002,51.20000000000002,50.80000000000001,47.30000000000005,52.70000000000004
49200,1,40.30000000000003,50.70000000000001,50.70000000000001,47.30000000000002,51.100000000000016,51.000000000000014,53.00000000000004,50.500000000000036
49200,2,50.20000000000003,48.50000000000001,51.000000000000014,45.30000000000002,48.90000000000001,46.90000000000001,40.500000000000036,49.700000000000024
49200,3,50.90000000000007,50.70000000000001,49.30000000000002,50.10000000000003,51.000000000000014,51.20000000000002,43.100000000000044,50.00000000000003
49200,4,47.100000000000044,46.50000000000001,50.60000000000001,49.60000000000002,51.000000000000014,51.100000000000016,51.00000000000004,52.00000000000003
49200,5,48.70000000000004,50.50000000000001,46.80000000000001,47.40000000000002,49.100000000000016,50.70000000000001,53.30000000000005,50.400000000000034
49200,6,52.30000000000006,48.80000000000001,49.100000000000016,47.700000000000024,49.30000000000002,51.000000000000014,47.60000000000005,52.80000000000004
49200,7,46.500000000000036,50.60000000000001,50.60000000000001,49.60000000000002,50.90000000000001,51.000000000000014,52.500000000000036,47.60000000000002
49200,8,43.100000000000044,50.60000000000001,48.90000000000001,51.30000000000002,51.000000000000014,50.90000000000001,51.100000000000044,51.90000000000003
49200,9,51.30000000000005,50.60000000000001,51.000000000000014,48.00000000000003,44.50000000000001,48.80000000000001,42.30000000000003,51.90000000000003
49200,10,53.70000000000005,50.80000000000001,51.100000000000016,47.800000000000026,48.90000000000001,44.60000000000001,49.60000000000005,48.500000000000036
49200,11,50.00000000000006,50.90000000000001,51.100000000000016,49.800000000000026,48.90000000000001,51.000000000000014,51.200000000000045,42.00000000000003
49200,12,49.30000000000005,48.400000000000006,51.000000000000014,51.60000000000002,51.000000000000014,46.90000000000001,42.60000000000004,50.90000000000004
49200,13,43.50000000000005,50.60000000000001,51.000000000000014,51.700000000000024,47.20000000000002,51.000000000000014,51.200000000000045,52.80000000000004
49200,14,47.40000000000005,50.70000000000001,48.70000000000001,51.800000000000026,51.000000000000014,51.100000000000016,48.90000000000004,50.00000000000003
49200,15,54.30000000000006,48.80000000000001,51.20000000000002,51.60000000000002,51.30000000000002,50.90000000000001,44.80000000000004,43.700000000000024
49200,16,41.100000000000044,48.60000000000001,48.90000000000001,47.60000000000002,50.90000000000001,51.000000000000014,50.500000000000036,52.10000000000003
49200,17,50.500000000000064,51.100000000000016,42.80000000000001,49.20000000000002,51.000000000000014,51.100000000000016,52.80000000000004,50.00000000000003
49200,18,49.00000000000004,48.70000000000001,51.100000000000016,51.700000000000024,44.90000000000001,49.100000000000016,51.70000000000005,52.00000000000003
49200,19,51.50000000000005,50.60000000000001,48.80000000000001,51.800000000000026,51.50000000000002,48.80000000000001,46.70000000000004,44.00000000000003
49200,20,44.60000000000004,48.50000000000001,49.000000000000014,49.700000000000024,51.000000000000014,50.90000000000001,53.40000000000005,50.00000000000003
49200,21,47.800000000000054,50.60000000000001,51.100000000000016,45.60000000000002,51.20000000000002,46.90000000000001,49.200000000000045,52.400000000000034
49200,22,45.40000000000002,50.90000000000001,48.60000000000001,47.000000000000014,48.50000000000001,48.70000000000001,50.00000000000003,49.50000000000002
49200,23,49.800000000000054,50.60000000000001,51.000000000000014,51.50000000000002,51.000000000000014,49.20000000000002,50.90000000000004,41.90000000000003
